"","taxon","lfc_(Intercept)","lfc_Timepoint2","lfc_Timepoint3","lfc_Timepoint4","lfc_TreatmentIntact","se_(Intercept)","se_Timepoint2","se_Timepoint3","se_Timepoint4","se_TreatmentIntact","W_(Intercept)","W_Timepoint2","W_Timepoint3","W_Timepoint4","W_TreatmentIntact","p_(Intercept)","p_Timepoint2","p_Timepoint3","p_Timepoint4","p_TreatmentIntact","q_(Intercept)","q_Timepoint2","q_Timepoint3","q_Timepoint4","q_TreatmentIntact","diff_(Intercept)","diff_Timepoint2","diff_Timepoint3","diff_Timepoint4","diff_TreatmentIntact","Kingdom","Phylum","Class","Order","Family","Genus","Species","Experiment","Compartment","Variety"
"14","Zotu2595",-0.00233187764245353,1.13638844013198,0.483792409925762,-0.0737763206620418,-0.765157615779201,0.304504731011472,0.385173577942957,0.385172710141037,0.385170660016011,0.272356724950473,-0.00765793567379968,2.95032812531154,1.25604020531105,-0.191541901605317,-2.80939497975804,0.9938899110783,0.00317436606633502,0.20910139352901,0.848101055465523,0.00496347100462181,0.995185725825468,0.0288169401766583,0.479459234053281,0.991927394640331,0.510898549681185,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","Acidobacteria_bacterium","Exp1","Root","MH63"
"15","Zotu2695",0.411819230655547,0.556695369665602,-0.449277916573968,-0.324455886791421,-0.711738350827457,0.232473887201438,0.29406105159529,0.294060149896651,0.294058019692999,0.207930356756825,1.77146446688314,1.89312854131995,-1.52784359503275,-1.10337370540058,-3.4229650827745,0.0764834965000448,0.0583407774261623,0.126551375396566,0.269864910696219,0.000619420335424442,0.346749263943533,0.202191864004028,0.36381307773782,0.939707760678142,0.259472379155619,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Exp1","Root","MH63"
"16","Zotu2839",-0.286800202780846,0.648598539787476,-0.178967844501858,-0.535874441035339,0.610103172070295,0.264809072395645,0.33496214213417,0.334961257583836,0.334959167891896,0.236851837205277,-1.0830452302342,1.93633386643341,-0.534294162234762,-1.59982019422823,2.57588532674764,0.278788347435214,0.0528268235214892,0.593138030503115,0.109638477549755,0.00999837995478017,0.622842298256608,0.190023080741148,0.810038622677723,0.714651456893255,0.541508964895117,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Exp1","Root","MH63"
"17","Zotu3",0.697900456782502,0.061454386358676,-0.700069257693407,-0.664321483662495,-0.740951842432647,0.227273211596101,0.287482667323375,0.287481762495364,0.28747962489877,0.203278728969754,3.07075546599296,0.213767274844257,-2.4351779800456,-2.31084719098413,-3.64500430609684,0.00213517941425988,0.830728545937344,0.0148844664754884,0.0208412968463433,0.000267387324509783,0.0337411067932426,0.939893228167178,0.0951020819731705,0.320122319559834,0.151221492617525,TRUE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Exp1","Root","MH63"
"18","Zotu3033",0.137166158488519,0.714105637805744,0.147975239835384,0.292427775560661,-0.848205749944191,0.252875481071262,0.31986722522479,0.319866334772029,0.319864231136011,0.226178104651019,0.542425694683563,2.23250643232954,0.462615860905923,0.914224683773151,-3.75016737916753,0.587525282816235,0.0255815105778781,0.643639737686288,0.360598796449174,0.000176716573094252,0.822792518604792,0.119515549864487,0.840100813295494,0.991927394640331,0.151221492617525,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured_bacterium","Exp1","Root","MH63"
"19","Zotu3081",1.11575357878525,0.20445220158131,-0.255660343569322,-0.990041067604669,-1.70750165914041,0.51157132379818,0.647094280859931,0.647093461462959,0.647091525690714,0.457562748586864,2.18103229575359,0.315954270697016,-0.395090290344336,-1.52998614306977,-3.73173223653773,0.029181027831493,0.752037218110434,0.692776254380256,0.126020158908995,0.000190167579989052,0.20319815830569,0.899514292754896,0.87479803249595,0.760876431148649,0.151221492617525,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus_Accumulibacter",NA,"Exp1","Root","MH63"
"20","Zotu3258",0.751979400840842,-0.314858712844578,-0.0762701545978882,-0.30482538084869,-1.15260078390236,0.34808233828964,0.440295339248593,0.440294485926964,0.440292470010516,0.311333731601055,2.16034919937569,-0.715107984976438,-0.173225323131891,-0.692324765039497,-3.70213910961409,0.0307456469408652,0.474542320284342,0.862474319543557,0.488733401145768,0.000213789337984914,0.208224487218558,0.679180957842666,0.969801883263109,0.991927394640331,0.151221492617525,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_soil","Exp1","Root","MH63"
"21","Zotu3459",1.46277063544236,-0.857874802514826,-1.3693346701294,-1.55902424851892,-1.02904351666941,0.35212040281191,0.44540312878439,0.445402276642316,0.445400263512474,0.314945487105642,4.15417744544534,-1.92606370964696,-3.07437734816309,-3.50027688853233,-3.26737025548881,3.26459769192411e-05,0.0540964192856922,0.00210942437765904,0.000464775120512019,0.00108551609941918,0.0013208559634006,0.19252108439023,0.0229467127768009,0.0287860719800992,0.308938717214856,TRUE,FALSE,TRUE,TRUE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","uncultured",NA,"Exp1","Root","MH63"
"22","Zotu3480",0.522906717872303,0.558765789665362,-0.0262527225228325,-0.498683849149638,-1.05934715110731,0.433175113255169,0.547930080165445,0.547929247438959,0.547927280176868,0.387443037201031,1.20714856849192,1.01977571572023,-0.0479126139835365,-0.910127798325108,-2.7342010292926,0.2273749332942,0.307834842850766,0.96178588643207,0.362755115922422,0.006253185373702,0.571866239280874,0.539026811010917,0.970377772963517,0.991927394640331,0.510898549681185,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Exp1","Root","MH63"
"23","Zotu3492",0.161139664526168,0.942529971831036,-0.131020832426561,-0.00619880264401421,-0.721553603798822,0.289222745860126,0.365843240822819,0.365842367043514,0.365840302797357,0.258688097860577,0.557147274316031,2.57632195065621,-0.358134661891079,-0.0169440124464575,-2.78928025589996,0.577426810294473,0.00998576193521044,0.720242540628639,0.986481280943725,0.0052825330865703,0.815835829526998,0.0623915279531517,0.896800050588189,0.991927394640331,0.510898549681185,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured_bacterium","Exp1","Root","MH63"
"24","Zotu358",-1.36444750979402,0.953286392020632,1.09964407723652,0.960316639766074,1.22565235871018,0.448577108443416,0.567412226873849,0.567411397105958,0.567409436833301,0.401219002491742,-3.041723449796,1.68005965834179,1.93800139166252,1.69245799845272,3.05482130980424,0.002352279012458,0.0929457089113618,0.0526230527562252,0.0905586819604541,0.00225194649898177,0.0362761100716414,0.264952198949558,0.220603190593783,0.65085258731846,0.423783059966304,TRUE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Exp1","Root","MH63"
"25","Zotu364",0.370828921594374,0.746928882365068,-0.281512568082219,-0.0814398335504222,-0.930265189921218,0.349143055045482,0.441637050826531,0.441636197817113,0.441634182638239,0.312282465720345,1.06211169386161,1.69127314152465,-0.637430920458193,-0.184405638766266,-2.9789222644165,0.288184981990523,0.0907846472752898,0.523844193022281,0.853695246581722,0.0028926415357761,0.627341457394336,0.262115071832416,0.757365098345466,0.991927394640331,0.433510514219399,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella",NA,"Exp1","Root","MH63"
"26","Zotu372",-0.517849262967495,1.51034587229383,1.04385497444941,1.11120358985,-0.793622798727893,0.307503077336833,0.388966216597789,0.388965349907656,0.388963302409142,0.275038528182987,-1.684045790541,3.88297442771388,2.68367085833541,2.85683400713508,-2.88549682101223,0.0921728196031702,0.00010318642369207,0.00728187564451513,0.00427889544929547,0.0039079640849091,0.383938785958975,0.00210763759030611,0.0583766231209563,0.122619093472348,0.454744911698514,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcus","uncultured_bacterium","Exp1","Root","MH63"
"27","Zotu3884",-0.550602811976628,0.993101710067689,0.0324507097420602,-0.0737763206620416,0.628698468013145,0.246005688768233,0.311177557989828,0.311176663922802,0.311174551748331,0.22003357317701,-2.23817105504159,3.19143101605082,0.104283879558882,-0.237089827068217,2.85728427228411,0.0252099024375371,0.00141569913232923,0.91694407040528,0.812587104228155,0.00427282973764199,0.186884218841974,0.0156215076670811,0.969801883263109,0.991927394640331,0.482578417427801,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA,"Exp1","Root","MH63"
"28","Zotu4007",-0.00676892051902064,1.28910356211101,0.167605745778115,0.109325727449309,-0.766098782997431,0.309260256673645,0.39118889057174,0.391188024524384,0.391185978544385,0.27661019759553,-0.0218874568359546,3.29534808676935,0.428453161320298,0.279472510380137,-2.76959703458819,0.98253773037453,0.000982998354449043,0.668321227568026,0.779882231431819,0.00561256833380231,0.988199288799946,0.0122235082620952,0.857165502291657,0.991927394640331,0.510898549681185,FALSE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales",NA,NA,NA,"Exp1","Root","MH63"
"29","Zotu4375",1.13406002406339,-0.571599553002437,-1.20530746899082,-1.1960099693016,-0.778280658845605,0.260208005446045,0.329142207210369,0.329141320438373,0.32913922549791,0.232736516317077,4.35828260594596,-1.73663401557341,-3.66197555319252,-3.63375093774472,-3.34404188548258,1.31087044579873e-05,0.0824517914399352,0.000250277747952599,0.000279330515122988,0.000825672704956564,0.000629217813983391,0.2477424719322,0.00453333279310368,0.0205811149576797,0.288234835184837,TRUE,FALSE,TRUE,TRUE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira",NA,"Exp1","Root","MH63"
"30","Zotu45",1.55265515758729,-1.55433643933723,-1.51967437692057,-1.49019150112109,-0.81982826285139,0.308966827763476,0.390817729364606,0.39081686321036,0.390814816977839,0.276347746727437,5.0253134578444,-3.97713901532636,-3.88845651243712,-3.81303736804224,-2.96665441480871,5.02610911358027e-07,6.97493925502539e-05,0.000100883741356237,0.000137269348503768,0.00301059141762905,5.84856333216613e-05,0.00165331893452454,0.00221367752461686,0.0138714289014334,0.433510514219399,TRUE,TRUE,TRUE,TRUE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans",NA,"Exp1","Root","MH63"
"31","Zotu5020",-0.0831264815085341,-0.277668120958877,-0.209354770634183,-0.535874441035338,0.68108252296501,0.238426595155284,0.301590689114831,0.301589790861037,0.301587668795606,0.213254622938034,-0.34864601180248,-0.920678691287962,-0.694170615114248,-1.77684466734121,3.19375267734718,0.727355080150877,0.357218204486121,0.487575218247144,0.0755938004069887,0.00140436376549361,0.896016565361457,0.575579901477892,0.729001699935124,0.616306143445513,0.317220991735027,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,"Exp1","Root","MH63"
"32","Zotu5161",-0.791467125134643,0.214816925546746,1.31209462652176,0.340374787635959,0.652671974050794,0.274184041098871,0.346820632921276,0.346819752701082,0.346817673238789,0.245237067053486,-2.88662725212821,0.619389116896937,3.78321769825098,0.981422845200873,2.66139202320687,0.00389395247373231,0.535660048924874,0.000154813894685995,0.326384264935942,0.00778182956306505,0.0550868157930472,0.734908238652167,0.00304135258671192,0.969221679450521,0.541508964895117,FALSE,FALSE,TRUE,FALSE,FALSE,"Bacteria","Elusimicrobiota","Elusimicrobia","Lineage_IV","Lineage_IV","Lineage_IV",NA,"Exp1","Root","MH63"
"33","Zotu52",-2.2125132615194,2.40280996888711,2.88509358387034,1.9583736811229,0.805268799732365,0.341630395978115,0.43213421088632,0.432133355628338,0.432131335137405,0.305562937654746,-6.47633608591765,5.56033266599947,6.67639640933367,4.53189463916149,2.63536149348791,9.39766011871165e-11,2.6926090964177e-08,2.4488902026287e-11,5.84570061082607e-06,0.00840477195513845,4.51087685698159e-08,3.14783589450347e-06,7.83644864841183e-09,0.00118144686029327,0.541508964895117,TRUE,TRUE,TRUE,TRUE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ciceribacter","uncultured_bacterium","Exp1","Root","MH63"
"34","Zotu524",-0.380766854909293,0.433137155935965,-0.334983404363581,-0.295298978542032,0.863487216937152,0.359388122114159,0.454596142170785,0.454595292091669,0.454593283835402,0.321445934259774,-1.0594864757059,0.952795494188865,-0.736882695863975,-0.649589400112987,2.68625956935991,0.289378285278462,0.340693697709519,0.461193687953754,0.515957481829117,0.00722569307048575,0.627643630862357,0.556980247075378,0.705226392213218,0.991927394640331,0.541508964895117,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Exp1","Root","MH63"
"35","Zotu5265",-0.242513126866786,0.26139780975468,-0.560107300506175,-0.114403460414866,0.694963622950495,0.300641448849076,0.380286873253366,0.380286003990397,0.380283950413751,0.268901299350896,-0.806652335515218,0.68737005702672,-1.47285804533663,-0.300836941160399,2.5844561726852,0.419866812409454,0.491849561612186,0.140789316883802,0.763538837513511,0.00975326994479324,0.728553348238727,0.696217799497321,0.38866353474752,0.991927394640331,0.541508964895117,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter","uncultured_Desulfuromonadales","Exp1","Root","MH63"
"36","Zotu535",0.674973490908082,0.154992743467867,-0.206730044472827,-0.275766482991227,-1.18281419618433,0.434306324244752,0.54936096090097,0.549360128398353,0.549358161665136,0.388454823220108,1.55414152000168,0.282132795191115,-0.376310608990761,-0.501979404757296,-3.0449208646178,0.12015066320869,0.777841687307947,0.706685993160928,0.615682008272182,0.00232741540504908,0.433575546284711,0.918767172950635,0.885663907877925,0.991927394640331,0.423783059966304,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylococcus","uncultured_bacterium","Exp1","Root","MH63"
"37","Zotu5418",-1.02695322819786,1.13506041185712,1.03309855425982,0.52347683574731,0.711469449097336,0.302879911619986,0.383118327447458,0.383117459035017,0.383115407467681,0.270903441893822,-3.39062839362666,2.96268888888587,2.69655827448311,1.36636852902208,2.62628427355379,0.000697325825777787,0.00304964632416947,0.00700601378326198,0.171823321484412,0.00863226910348183,0.0140933219525616,0.0279490259780687,0.0571190932648111,0.83519184113942,0.541508964895117,TRUE,TRUE,FALSE,FALSE,FALSE,"Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","MVP-88","MVP-88","uncultured_bacterium","Exp1","Root","MH63"
"38","Zotu566",-1.01817318522637,0.648598539787477,1.21620060237117,0.907241017912985,0.653707184050674,0.2466782315312,0.312028263866584,0.312027370160777,0.312025258839662,0.220635113955344,-4.12753561149799,2.078653169909,3.89773692527197,2.90758838334682,2.96284291440112,3.66671661348203e-05,0.0376492401838957,9.70958112359956e-05,0.00364227403339199,0.00304812080310515,0.00140196885244767,0.152520808899545,0.00215519026096083,0.112793002324397,0.433510514219399,TRUE,FALSE,TRUE,FALSE,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1",NA,"Exp1","Root","MH63"
"39","Zotu611",0.593886068767019,0.543178113330225,-0.429647410631237,-0.189300850755366,-1.14650616987211,0.268185965767914,0.339233607940073,0.339232724979132,0.339230639042018,0.239872223532272,2.21445617807221,1.60119192384435,-1.26652701521549,-0.558029932938689,-4.77965373809884,0.0267974140506036,0.109334417059307,0.205324463757582,0.57682394449657,1.75597354743721e-06,0.194654451192013,0.291356114856169,0.479009009368362,0.991927394640331,0.00674293842215888,FALSE,FALSE,FALSE,FALSE,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM1","uncultured_bacterium","Exp1","Root","MH63"
"40","Zotu612",-0.737770707102099,0.648598539787477,0.581756854076115,0.318119555531871,0.70468483314021,0.300178761917778,0.379701615878771,0.379700746438619,0.379698692443392,0.268487459458926,-2.45777117071387,1.70817956169709,1.53214566874748,0.837821045642128,2.62464710478596,0.0139802221545651,0.0876030296612521,0.125486492262069,0.402131217035578,0.0086738814922911,0.132508463570774,0.25542569012848,0.3625794810281,0.991927394640331,0.541508964895117,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Verrucomicrobiota","Lentisphaeria","Oligosphaerales","Lenti-02","Lenti-02","metagenome","Exp1","Root","MH63"
"41","Zotu614",0.0795306013411719,0.586320524543771,0.619305306643803,0.154257817732576,-0.835622133508675,0.359524180577374,0.454768243931278,0.454767393890067,0.454765385723349,0.321567628674445,0.221210715822927,1.28927323393401,1.36180674992172,0.339203076081118,-2.59858909602701,0.824928365914258,0.197303112844729,0.173258880814913,0.734456752118582,0.00936077495248058,0.942106869030927,0.409862167000829,0.430345473692928,0.991927394640331,0.541508964895117,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Exp1","Root","MH63"
"42","Zotu6191",-0.700951311078846,0.465496491676125,0.677650878226709,0.475529823672013,0.595944919004012,0.223835333108944,0.283134062132984,0.283133155172035,0.28313101253651,0.200203795530552,-3.13154898890643,1.64408509583523,2.39339994574271,1.67953986888205,2.97669141299106,0.0017388677289237,0.100158626122232,0.0166930335706984,0.0930468755342816,0.00291377128770106,0.0285352652951582,0.277485056772239,0.103389111147551,0.657205709196414,0.433510514219399,TRUE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"Exp1","Root","MH63"
