"","taxon","lfc_(Intercept)","lfc_Timepointday3","lfc_Timepointday5","lfc_Timepointday7","lfc_TreatmentIntact","lfc_Timepointday3:TreatmentIntact","lfc_Timepointday5:TreatmentIntact","lfc_Timepointday7:TreatmentIntact","se_(Intercept)","se_Timepointday3","se_Timepointday5","se_Timepointday7","se_TreatmentIntact","se_Timepointday3:TreatmentIntact","se_Timepointday5:TreatmentIntact","se_Timepointday7:TreatmentIntact","W_(Intercept)","W_Timepointday3","W_Timepointday5","W_Timepointday7","W_TreatmentIntact","W_Timepointday3:TreatmentIntact","W_Timepointday5:TreatmentIntact","W_Timepointday7:TreatmentIntact","p_(Intercept)","p_Timepointday3","p_Timepointday5","p_Timepointday7","p_TreatmentIntact","p_Timepointday3:TreatmentIntact","p_Timepointday5:TreatmentIntact","p_Timepointday7:TreatmentIntact","q_(Intercept)","q_Timepointday3","q_Timepointday5","q_Timepointday7","q_TreatmentIntact","q_Timepointday3:TreatmentIntact","q_Timepointday5:TreatmentIntact","q_Timepointday7:TreatmentIntact","diff_(Intercept)","diff_Timepointday3","diff_Timepointday5","diff_Timepointday7","diff_TreatmentIntact","diff_Timepointday3:TreatmentIntact","diff_Timepointday5:TreatmentIntact","diff_Timepointday7:TreatmentIntact","Kingdom","Phylum","Class","Order","Family","Genus","Species","Experiment","Compartment","Variety"
"11","Zotu108",-1.24370707853518,2.31516868343674,1.44821597446051,1.88477533544907,0.779818973443195,-2.0639902690118,-0.429980977492826,-1.93276870020188,0.290891139665567,0.411389610597438,0.411382310139215,0.411381629684099,0.411381591010496,0.581781821278297,0.581782219857966,0.581781304987183,-4.27550691287831,5.62767902688292,3.52036521446541,4.58157389501422,1.8956097950997,-3.54770498754461,-0.739075487040151,-3.32215676858929,1.90702883221696e-05,1.82650555231248e-08,0.000430952960946861,4.61489476267074e-06,0.058011661085782,0.000388603224411148,0.459861160835302,0.000893244922487855,0.00122049845261885,2.12196938260161e-06,0.0194689337651288,0.00303443984554344,0.873012660875608,0.0426353251925374,0.869857494675193,0.224463738024115,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix","metagenome","Exp1","Root","MH63"
"12","Zotu108",-1.24370707853518,2.31516868343674,1.44821597446051,1.88477533544907,0.779818973443195,-2.0639902690118,-0.429980977492826,-1.93276870020188,0.290891139665567,0.411389610597438,0.411382310139215,0.411381629684099,0.411381591010496,0.581781821278297,0.581782219857966,0.581781304987183,-4.27550691287831,5.62767902688292,3.52036521446541,4.58157389501422,1.8956097950997,-3.54770498754461,-0.739075487040151,-3.32215676858929,1.90702883221696e-05,1.82650555231248e-08,0.000430952960946861,4.61489476267074e-06,0.058011661085782,0.000388603224411148,0.459861160835302,0.000893244922487855,0.00122049845261885,2.12196938260161e-06,0.0194689337651288,0.00303443984554344,0.873012660875608,0.0426353251925374,0.869857494675193,0.224463738024115,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix","metagenome","Exp1","Root","MH63"
"13","Zotu1083",-0.0171549850996933,0.92200769480639,-0.374914979767165,0.0903509753836556,-0.594358911209857,-0.563458338677349,1.71085969114257,0.131586097803474,0.288295349165913,0.407718618758949,0.407711308169464,0.40771062677004,0.407710588042767,0.576590239643322,0.576590638776123,0.57658972263572,-0.0595048971456721,2.26138236613496,-0.919559924522212,0.221605642461255,-1.4577961147958,-0.977224898961009,2.96719990940896,0.228214435043977,0.952549965032858,0.0237355897585984,0.357802777169519,0.824620889656974,0.144896749514749,0.328457823841954,0.00300525490028214,0.819479539976545,0.966646898976261,0.109485136306798,0.82436667140728,0.994998576466114,0.997946921085997,0.742948998975794,0.141106294102921,0.997690064838894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia",NA,NA,NA,NA,"Exp1","Root","MH63"
"14","Zotu1089",-1.25744344122537,2.37654371118968,1.35607063719624,2.10376921247613,1.3676757659402,-1.72005506305327,-1.84700556693484,-3.47766272021635,0.257669029746709,0.364406596061518,0.364399153957442,0.364398460299866,0.364398420875902,0.515337592553259,0.515337998866328,0.515337066244857,-4.88007209272084,6.52168137699813,3.72138799574331,5.77326592089583,3.75324284516032,-3.33772480003098,-3.5840663234576,-6.74832638288039,1.06047068092776e-06,6.95235818966492e-11,0.000198130741956307,7.77495908877963e-09,0.000174561596446515,0.000844673636493286,0.000338286125541785,1.49560219064312e-11,0.00015082249684306,2.96633949425703e-08,0.0110264065088727,1.49279214504569e-05,0.0670316530354616,0.0675738909194629,0.0393642036994077,5.7431124120696e-08,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_Stigmatella","Exp1","Root","MH63"
"15","Zotu1089",-1.25744344122537,2.37654371118968,1.35607063719624,2.10376921247613,1.3676757659402,-1.72005506305327,-1.84700556693484,-3.47766272021635,0.257669029746709,0.364406596061518,0.364399153957442,0.364398460299866,0.364398420875902,0.515337592553259,0.515337998866328,0.515337066244857,-4.88007209272084,6.52168137699813,3.72138799574331,5.77326592089583,3.75324284516032,-3.33772480003098,-3.5840663234576,-6.74832638288039,1.06047068092776e-06,6.95235818966492e-11,0.000198130741956307,7.77495908877963e-09,0.000174561596446515,0.000844673636493286,0.000338286125541785,1.49560219064312e-11,0.00015082249684306,2.96633949425703e-08,0.0110264065088727,1.49279214504569e-05,0.0670316530354616,0.0675738909194629,0.0393642036994077,5.7431124120696e-08,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_Stigmatella","Exp1","Root","MH63"
"16","Zotu1089",-1.25744344122537,2.37654371118968,1.35607063719624,2.10376921247613,1.3676757659402,-1.72005506305327,-1.84700556693484,-3.47766272021635,0.257669029746709,0.364406596061518,0.364399153957442,0.364398460299866,0.364398420875902,0.515337592553259,0.515337998866328,0.515337066244857,-4.88007209272084,6.52168137699813,3.72138799574331,5.77326592089583,3.75324284516032,-3.33772480003098,-3.5840663234576,-6.74832638288039,1.06047068092776e-06,6.95235818966492e-11,0.000198130741956307,7.77495908877963e-09,0.000174561596446515,0.000844673636493286,0.000338286125541785,1.49560219064312e-11,0.00015082249684306,2.96633949425703e-08,0.0110264065088727,1.49279214504569e-05,0.0670316530354616,0.0675738909194629,0.0393642036994077,5.7431124120696e-08,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_Stigmatella","Exp1","Root","MH63"
"17","Zotu1095",0.00361181089061638,-0.246844937633604,-0.23975994373111,-0.236592108953587,-0.228154814987154,1.23776762205794,0.904070314925757,0.227480121954068,0.207768963074031,0.293837522330958,0.293829807215605,0.293829088111147,0.29382904724091,0.415537442078172,0.415537863296865,0.415536896462091,0.0173837845517352,-0.840072893602658,-0.81598237429731,-0.805203155598029,-0.776488291847095,2.97871502473437,2.17566290530757,0.547436638938321,0.986130445255279,0.400867517231464,0.414510216648286,0.420702455797054,0.43746073117583,0.00289459851957709,0.0295804758666426,0.584078789462738,0.990168750639801,0.673962901124704,0.870574331779134,0.994998576466114,0.997946921085997,0.125804555015993,0.41088303495605,0.997690064838894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7","uncultured_beta","Exp1","Root","MH63"
"18","Zotu110",-0.755589598266276,1.67993618836601,1.25625685287443,0.464185392856603,0.640699418330313,-1.66712896279924,-0.65199960193261,-0.960509885175792,0.280050669221057,0.396058914258032,0.396051570497682,0.396050886006488,0.396050847103495,0.560100877672364,0.560101278616184,0.5601003583189,-2.6980460370543,4.24163206000088,3.1719527113497,1.17203472901459,1.61772010593096,-2.97647982579032,-1.16407447514399,-1.71488889608764,0.00697477943463901,2.219002604619e-05,0.00151417660832611,0.241183113232911,0.105722930971148,0.00291578265531858,0.244393831673098,0.0863655988458142,0.100688545221856,0.000608640714409783,0.043717580270468,0.964050073307251,0.997946921085997,0.125804555015993,0.780306809697022,0.934167554194287,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,"Exp1","Root","MH63"
"19","Zotu1101",0.615186204099581,0.930563610389249,-1.07417853988318,-0.975116680955059,0.302208109601479,-2.26787969933767,-0.685643886445527,-0.900135959043918,0.396104079154882,0.560182856965625,0.560175871135229,0.560175220005601,0.560175182998709,0.792207719997575,0.792208101399704,0.792207225956989,1.55309232212939,1.66117830779379,-1.9175737393085,-1.74073512381592,0.539488572099375,-2.86273365190712,-0.865484568049865,-1.13623800635819,0.120401080117349,0.0966776408607801,0.0551650826102376,0.0817300185245086,0.589549780216292,0.00420003461547379,0.386772882374205,0.255856968219311,0.55106096263483,0.292086656888588,0.390117711276819,0.720133491711927,0.997946921085997,0.158894147918752,0.851610016236782,0.997690064838894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Trichlorobacter",NA,"Exp1","Root","MH63"
"20","Zotu11184",-0.22304722781029,-0.0157958774469551,0.222338176642188,-0.00554304876693805,0.00289424519949492,1.29854147432259,-0.251174986007486,0.362635157990123,0.202730678850499,0.286712345460274,0.286704597848612,0.286703875715216,0.286703834672829,0.405460871592158,0.405461294585066,0.405460323677887,-1.1002144770342,-0.0550931192781292,0.775495678515727,-0.0193337071328746,0.0100948953221978,3.20263079695827,-0.619479564046994,0.894378899273543,0.271238684338384,0.956064277841542,0.438046818059543,0.984574894545679,0.991945575679981,0.00136178443995844,0.535600480544723,0.371119198331601,0.721299548379083,0.987559657342285,0.877845961872563,0.994998576466114,0.997946921085997,0.0857254467121381,0.898847450512515,0.997690064838894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured_bacterium","Exp1","Root","MH63"
"21","Zotu1121",-1.05307132095374,1.77071413945839,0.870974892993959,0.495816083491821,1.41905932588261,-2.19595653571717,-0.0934458755429335,-1.19807525105129,0.357707387550209,0.505881832986261,0.50587475064128,0.505874090515853,0.505874052997685,0.715414330732646,0.715414717404107,0.715413829866556,-2.94394624658382,3.50025247794672,1.72172042959222,0.980117568358215,2.80516329602916,-3.06948916366873,-0.130617770741429,-1.67466045669645,0.00324056277197309,0.000464817686450822,0.0851201746887437,0.327028088025444,0.00502910940785524,0.00214425184361339,0.896077684150275,0.0940008701288613,0.0605675598026971,0.00600976402683892,0.474101943888248,0.990839066447141,0.332961726313174,0.113769084172655,0.986185916274848,0.955034120236277,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Myxococcota","Polyangia","VHS-B4-70","VHS-B4-70","VHS-B4-70","uncultured_delta","Exp1","Root","MH63"
"22","Zotu11230",-0.177271715782452,-0.0157958774469546,0.222338176642188,-0.00554304876693777,0.233943305386144,0.836443353949292,-0.482224046194135,-0.23461799841923,0.151938006881938,0.214881049483633,0.2148729183364,0.214872160453836,0.214872117379644,0.303875503590258,0.303875947523397,0.303874928551478,-1.16673714115652,-0.073509867365748,1.03474266726392,-0.0257969611104118,1.08875599235057,2.75258566112372,-1.58691087637664,-0.77208738324552,0.24331653881059,0.941400392297771,0.300789104253085,0.979419285726292,0.276261502894361,0.00591266757445934,0.112532831230697,0.440062674287252,0.701363853112359,0.987559657342285,0.776229946459573,0.994998576466114,0.997946921085997,0.183866746095839,0.624459641511384,0.997690064838894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_bacterium","Exp1","Root","MH63"
"23","Zotu1129",-0.468301562454046,1.04355539933569,-0.0087108835444615,-0.00554304876693817,0.00289424519949449,-0.685006043206653,1.57570465510651,0.82473327836342,0.174808291768747,0.247224328858921,0.247216382481676,0.247215641821514,0.247215599726158,0.349616084957243,0.349616518802286,0.349615522985881,-2.67894364572568,4.22108699476417,-0.0352358668831632,-0.0224219176670875,0.0117073728466183,-1.95930929004719,4.50695138920939,2.35897213979462,0.00738548225421187,2.43127077859012e-05,0.971891662341938,0.982111396975574,0.990659081340342,0.0500765764452881,6.57656926264076e-06,0.0183256315188891,0.10388370643287,0.000657470407731413,0.991386460599559,0.994998576466114,0.997946921085997,0.427320118999791,0.00273798081790482,0.669606228221143,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_bacterium","Exp1","Root","MH63"
"24","Zotu11497",-0.279635706316673,0.215253182739693,0.453387236828836,-0.0055430487669379,0.00289424519949492,1.42430621803641,-0.482224046194135,-0.00356893823258092,0.218989540810491,0.309705745599398,0.309698099341128,0.309697386654737,0.309697346149271,0.437978601871453,0.437979019330736,0.437978061125045,-1.27693635632883,0.695024828561371,1.46396518994918,-0.0178982742696422,0.00934539877555143,3.25199955420298,-1.1010208820756,-0.00814866896166739,0.201624717341911,0.48703974189174,0.143203459758353,0.98572000572777,0.992543559139147,0.00114596201586671,0.270887568861317,0.993498374796664,0.664950235844786,0.746780764991333,0.589639160606749,0.994998576466114,0.997946921085997,0.0813792276458686,0.801591771100731,0.997690064838894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS","B1-7BS",NA,"Exp1","Root","MH63"
"25","Zotu1151",-1.17650723215365,1.85646115510857,1.08241045317296,1.45927333612388,1.68617958094934,-1.24216008140831,-2.5986037099874,-2.24898725850584,0.487895743010505,0.689995694715598,0.689988884303395,0.689988249523852,0.689988213446214,0.975791058714988,0.975791430539981,0.975790577079919,-2.41139064853106,2.69054020094106,1.56873607357567,2.11492490941823,2.44378026767668,-1.27297751943341,-2.66307289514666,-2.30478476768652,0.0158918165849326,0.00713364395724984,0.116709449372721,0.0344363477802291,0.014534275669648,0.203026019234723,0.00774306383805572,0.0211786306171604,0.168829434404442,0.0470045240862955,0.552164675384132,0.518239050025855,0.518200152016829,0.682544920437795,0.236426387316741,0.669606228221143,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","Methylomonas_sp.","Exp1","Root","MH63"
"26","Zotu1160",-0.154999126183147,1.4841406793298,-0.00871088354446155,-0.236592108953587,-0.228154814987154,-1.26074635923681,0.747402438510511,0.227480121954068,0.229125146959655,0.32403959812369,0.324032010100795,0.324031302842423,0.324031262645459,0.458249817823689,0.458250232103485,0.458249281195761,-0.676482386328547,4.58012134295786,-0.0268827871102978,-0.73015201580275,-0.704113588066937,-2.75122064472241,1.63099194752122,0.496411301203743,0.498734425340915,4.64706238909478e-06,0.978553222452483,0.465297269365565,0.481362038706585,0.00593736367601148,0.102892018637243,0.619604253288333,0.825701624049959,0.000165228884945592,0.991386460599559,0.994998576466114,0.997946921085997,0.183866746095839,0.609277239791608,0.997690064838894,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","uncultured_bacterium","Exp1","Root","MH63"
"27","Zotu1163",-1.19010952244481,2.08705076197184,1.65332051151559,1.10949292290343,0.388711841429843,-2.05019503785733,0.274543909153687,0.0811508552384646,0.322086069501104,0.455505790475346,0.455498601234161,0.455497931145271,0.455497893060832,0.644171687927465,0.64417208043507,0.644171179501661,-3.69500464359799,4.58183146210696,3.62969393766733,2.43578037800041,0.853377913161786,-3.18268417609839,0.426196535820463,0.12597715920983,0.000219882768720336,4.60921309664143e-06,0.000283757470867017,0.0148597035501744,0.393449765726021,0.00145916680671627,0.669964641537105,0.899750004823371,0.00783786827246358,0.000165228884945592,0.0143372195806493,0.322380009224122,0.997946921085997,0.0889396910760396,0.956433379151717,0.997690064838894,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured_bacterium","Exp1","Root","MH63"
