"","X","Id","Label","timeset","modularity_class","labeldiff","kingdom","phylum","class","order","family","genus","species","name","abun","module2"
"287",287,"Zotu183","Zotu183",NA,22,"diff","Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49",NA,"Zotu183",0.001182,"other"
"288",288,"Zotu798","Zotu798",NA,8,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_soil","Zotu798",0.000235,"8"
"289",289,"Zotu801","Zotu801",NA,22,"other","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax","uncultured_bacterium","Zotu801",0.00022,"other"
"290",290,"Zotu81","Zotu81",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu81",0.000179,"8"
"291",291,"Zotu818","Zotu818",NA,22,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","uncultured",NA,"Zotu818",0.000253,"other"
"292",292,"Zotu824","Zotu824",NA,22,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured","uncultured_bacterium","Zotu824",0.000264,"other"
"293",293,"Zotu8276","Zotu8276",NA,7,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu8276",0.001868,"7"
"294",294,"Zotu4560","Zotu4560",NA,7,"diff","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","uncultured","uncultured_bacterium","Zotu4560",0.000102,"7"
"295",295,"Zotu84","Zotu84",NA,8,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium","Zotu84",0.000172,"8"
"296",296,"Zotu848","Zotu848",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"Zotu848",0.000413,"0"
"297",297,"Zotu851","Zotu851",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu851",0.000176,"other"
"298",298,"Zotu8576","Zotu8576",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu8576",0.000105,"2"
"299",299,"Zotu858","Zotu858",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu858",0.000231,"other"
"300",300,"Zotu86","Zotu86",NA,8,"other","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured_bacterium","Zotu86",0.000102,"8"
"301",301,"Zotu869","Zotu869",NA,22,"diff","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Leptonema","marine_metagenome","Zotu869",0.000207,"other"
"302",302,"Zotu87","Zotu87",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae",NA,"Zotu87",0.000345,"8"
"303",303,"Zotu873","Zotu873",NA,8,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_soil","Zotu873",0.000274,"8"
"304",304,"Zotu876","Zotu876",NA,21,"diff","Bacteria",NA,NA,NA,NA,NA,NA,"Zotu876",0.000845,"21"
"305",305,"Zotu8781","Zotu8781",NA,16,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola",NA,"Zotu8781",0.000214,"other"
"306",306,"Zotu88","Zotu88",NA,8,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium","Zotu88",0.000176,"8"
"307",307,"Zotu163","Zotu163",NA,8,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","uncultured_Verrucomicrobia","Zotu163",0.000178,"8"
"308",308,"Zotu884","Zotu884",NA,8,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA,"Zotu884",0.000102,"8"
"309",309,"Zotu899","Zotu899",NA,22,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu899",0.000192,"other"
"310",310,"Zotu9","Zotu9",NA,10,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",NA,"Zotu9",0.015607,"other"
"311",311,"Zotu902","Zotu902",NA,23,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu902",0.000211,"other"
"312",312,"Zotu1417","Zotu1417",NA,23,"diff","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu1417",0.000121,"other"
"313",313,"Zotu9076","Zotu9076",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu9076",0.000196,"7"
"314",314,"Zotu92","Zotu92",NA,22,"other","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Turneriella","uncultured_bacterium","Zotu92",0.001802,"other"
"315",315,"Zotu1476","Zotu1476",NA,22,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu1476",0.000114,"other"
"316",316,"Zotu9203","Zotu9203",NA,7,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae",NA,NA,"Zotu9203",0.000363,"7"
"317",317,"Zotu9243","Zotu9243",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu9243",0.000453,"2"
"318",318,"Zotu93","Zotu93",NA,8,"diff","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Zotu93",0.000343,"8"
"319",319,"Zotu938","Zotu938",NA,16,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","oc32","uncultured_bacterium","Zotu938",0.000283,"other"
"320",320,"Zotu1941","Zotu1941",NA,16,"other","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured","Juncus_effusus","Zotu1941",0.000143,"other"
"321",321,"Zotu94","Zotu94",NA,22,"other","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41",NA,"Zotu94",0.002141,"other"
"322",322,"Zotu9486","Zotu9486",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu9486",0.000544,"7"
"323",323,"Zotu968","Zotu968",NA,22,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu968",0.000192,"other"
"324",324,"Zotu976","Zotu976",NA,24,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella","uncultured_bacterium","Zotu976",0.000292,"other"
"325",325,"Zotu1909","Zotu1909",NA,24,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella","uncultured_bacterium","Zotu1909",0.000118,"other"
"326",326,"Zotu98","Zotu98",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA,"Zotu98",0.001753,"8"
"327",327,"Zotu708","Zotu708",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA,NA,"Zotu708",0.000252,"8"
"328",328,"Zotu9875","Zotu9875",NA,7,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA,"Zotu9875",0.002398,"7"
