"Gammaproteobacteria"	"Myxococcota"	"Bacteroidota"	"Desulfobacterota"	"Alphaproteobacteria"	"Firmicutes"	"Spirochaetota"	"Nitrospirota"	"Verrucomicrobiota"	"Acidobacteriota"	"Others"
"E1_MRE_Int7_3"	0.5294030257261	0.172481243964642	0.0669274766632827	0.0249832867011662	0.0690073538514869	0.014633421645579	0.0479609775422785	0.0207987718820412	0.00403595216282467	0.00604154802287865	0.0437269418377201
"E1_MRS_Int1_1"	0.281089638026837	0.0473529318020038	0.143099986188286	0.133654898377655	0.0305982597239782	0.0179233556091497	0.0141198219351274	0.0541525450739989	0.0791411238485811	0.0531432274789371	0.145724211935446
"E1_MRS_Int1_2"	0.392607283743434	0.0639234574897021	0.103883791382429	0.121613669550814	0.0315694265850097	0.0234073622038664	0.0269053897957849	0.0409519865745483	0.0389904757753416	0.0327136412178803	0.123433515681189
"E1_MRS_Int1_3"	0.390253030890353	0.0540948765588868	0.110622485396923	0.133519575474851	0.0297007204630211	0.0202504912247871	0.018272225415369	0.0383355833879139	0.0451392137730074	0.0376137837006937	0.122198013714194
"E1_MRS_Int3_1"	0.349106578115117	0.0696948134092347	0.117390101201771	0.13393421884883	0.0267828905755851	0.0220588235294118	0.0226913345983555	0.0502450980392157	0.0524984187223276	0.0349264705882353	0.120671252371916
"E1_MRS_Int3_2"	0.347928056896578	0.0594550964774683	0.128321885993634	0.116305986628695	0.0317225834945098	0.0259811461553691	0.0194630157013843	0.0460381036504576	0.0612826096888659	0.0326058815466853	0.130895633766352
"E1_MRS_Int3_3"	0.331075189482863	0.0720034878261453	0.134750821651352	0.108659199141458	0.0307196995103629	0.0203400630491649	0.0265443691729828	0.043513984841371	0.0595445703937219	0.0337044738077671	0.139144141122812
"E1_MRS_Int5_1"	0.260569627998042	0.0558461820851689	0.115409324522761	0.120258198727362	0.0226535731767009	0.0991189427312775	0.0204968184043074	0.0609244982868331	0.0586759667156143	0.0406265296133138	0.14542033773862
"E1_MRS_Int5_2"	0.313953813594876	0.0696432067573489	0.134168057355423	0.153019270750785	0.0216108371169391	0.0270648231882977	0.023652585748781	0.0432123511807647	0.0614948583362079	0.0351945255032118	0.116985670467365
"E1_MRS_Int5_3"	0.298654021815056	0.0654048680887647	0.147950137015743	0.116812637687389	0.0383375423136855	0.0351808070495943	0.0194911611412605	0.0486540218150556	0.0591451292246521	0.0314464563967546	0.138923217452045
"E1_MRS_Int7_1"	0.399103585657371	0.0782038512616202	0.125564409030544	0.106258300132802	0.0284030544488712	0.0118525896414343	0.0283532536520584	0.0403884462151394	0.0406872509960159	0.0268426294820717	0.114342629482072
"E1_MRS_Int7_2"	0.320246137382115	0.0894588990702963	0.143585713330212	0.107551334358906	0.0327570062203197	0.0137114574275968	0.0340779880944418	0.0442612534278644	0.0468697745970169	0.0336933984348873	0.133787037656344
"E1_MRS_Int7_3"	0.354983564216952	0.0713782578069969	0.137502934961259	0.121742193003052	0.027324489316741	0.0143226109415356	0.0232448931674102	0.0409427095562339	0.0483975111528528	0.0315214839164123	0.128639351960554
"E1_NRE_Int1_1"	0.367524966022573	0.364740294274065	0.0405070023045559	0.0251876144891568	0.0211620280092182	0.0603468652130237	0.0472655557525261	0.017897240442002	0.00303580925367843	0.00920345092477693	0.0431291733144242
"E1_NRE_Int1_2"	0.399381706579448	0.377674231053563	0.0285624677972177	0.0183695871323282	0.0244405116602074	0.0482313671901252	0.0350590291001142	0.0165550303546226	0.00217298774614127	0.00470440646071821	0.0448486749255136
"E1_NRE_Int1_3"	0.428900189719238	0.337060362150451	0.0404921474197061	0.0105748829690499	0.0202180087338205	0.0733955253202214	0.0327013100730812	0.00944105793733652	0.0029412094882071	0.00515272959956892	0.0391225765893196
"E1_NRE_Int3_1"	0.317963496637848	0.238944035293699	0.042622834169424	0.0199594407087202	0.0420535809584801	0.251182979328993	0.0406304479311204	0.0118120041270858	0.00195680791261963	0.00576368876080692	0.0271106841712029
"E1_NRE_Int3_2"	0.472932140281108	0.338908708111585	0.0252841296761994	0.0262198569117102	0.0181297151880227	0.0432189016901573	0.0344464588572431	0.0120279938397957	0.00179347720139579	0.00684250540967308	0.0201961128331092
"E1_NRE_Int3_3"	0.398274703114497	0.272714541788035	0.0348700425722608	0.0204178803495407	0.0318451714093659	0.147546493390096	0.0394633654492494	0.0192695496302935	0.00221263723952498	0.0054335648666816	0.0279520501904549
"E1_NRE_Int5_1"	0.564657413703452	0.284324627014919	0.0248470061197552	0.0200631974721011	0.0131754729810808	0.0145914163433463	0.0408863645454182	0.00996760129594816	0.0015839366425343	0.00501579936802528	0.0208871645134194
"E1_NRE_Int5_2"	0.489932090115339	0.347364449714347	0.0221407782688369	0.0188961948905896	0.00928101757033524	0.035248463943085	0.0432898566346879	0.0110488304408753	0.000948582515899537	0.00432251805540584	0.0175272178505983
"E1_NRE_Int5_3"	0.402279820354723	0.420853315064322	0.0265281266651442	0.0329413108015529	0.00709827205602497	0.0331791885514197	0.038355408388521	0.0134829108624496	0.0015033873791581	0.00476707010733044	0.0190111897693538
"E1_NRE_Int7_1"	0.292418282924183	0.464376258489916	0.0209287525169798	0.0190612317290739	0.025540172563094	0.0990203340671264	0.040636835021753	0.010516541643627	0.00133543385950818	0.00426712850420975	0.0218990286805287
"E1_NRE_Int7_2"	0.321138684432549	0.383338666976988	0.0273179530445408	0.0324091583510313	0.0304599540336892	0.120254269339307	0.0357693538533151	0.0181101445902307	0.00237104704273703	0.00445116806796032	0.0243796002676518
"E1_NRE_Int7_3"	0.41669244750377	0.411259136084149	0.0254650218492594	0.0299508875053173	0.0142600255230287	0.0139119842221277	0.0364959975250396	0.0179724660659732	0.00200123748018098	0.00572334583703933	0.0262674504041146
"E1_NRS_Int1_1"	0.406608245537535	0.103751424190849	0.0997285246086113	0.0864782749356477	0.021661766981278	0.0140660824553754	0.024095199246058	0.0532401220935957	0.0386395285049161	0.0298200948053957	0.121910736640738
"E1_NRS_Int1_2"	0.323830978065235	0.136172041013017	0.126696780036926	0.117314413776286	0.0157456542690928	0.0262195334362916	0.0263704873489009	0.0480962389252081	0.0373320637722222	0.027403941058303	0.114817868298517
"E1_NRS_Int1_3"	0.417385031118937	0.0831224093026668	0.116197742807185	0.0854700854700855	0.0189036841397356	0.0176320262157172	0.0220828289497817	0.0528104862868811	0.0457919127447024	0.0288201704510717	0.111783622513236
"E1_NRS_Int3_1"	0.340616997927082	0.105109133032557	0.106986952810633	0.103182538714791	0.0225582246067553	0.0681136446774784	0.0233142299719546	0.058188025850506	0.0386050481648579	0.0302402146079746	0.10308498963541
"E1_NRS_Int3_2"	0.461487075225094	0.11635201858844	0.0898634911414464	0.101873366250363	0.023250072611095	0.0169183851292477	0.0258495498112112	0.0430002904443799	0.0312518152773744	0.0252541388324136	0.0648997966889341
"E1_NRS_Int3_3"	0.379184764450384	0.104844637487471	0.097494153023722	0.0970932175075175	0.023070497828266	0.0322920147009689	0.0261109254928166	0.061727363848981	0.0381055796859338	0.034029401937855	0.106047444036084
"E1_NRS_Int5_1"	0.451974236908429	0.0673014095024736	0.114907122187996	0.103892467096052	0.0274432931951834	0.0197423690842901	0.0152618314197704	0.0375711752076916	0.0462055446653598	0.0270699150564734	0.0886306356762812
"E1_NRS_Int5_2"	0.435450759575342	0.0953135081236436	0.122939761862866	0.112851193618394	0.016657868496686	0.0216434981523843	0.0271570180069212	0.038360021115608	0.0243416036131151	0.0222886972842982	0.082996070150742
"E1_NRS_Int5_3"	0.470539347738866	0.0991001318278214	0.103456181578495	0.116638963718691	0.0172235914483865	0.0182266292199232	0.0218089069754112	0.0363386255516708	0.0286582220439044	0.019487590989855	0.0685218089069753
"E1_NRS_Int7_1"	0.427089543340885	0.117602639004809	0.106394817376098	0.119589841421247	0.0180040538929295	0.0166527562497516	0.0222964111124359	0.0377171018639959	0.0327093517745718	0.0222169230157784	0.0797265609474981
"E1_NRS_Int7_2"	0.406154615961971	0.127645734300726	0.0901175881911434	0.124593445083813	0.0246184638478859	0.0293720290217663	0.021916437327996	0.0411308481361021	0.0331248436327245	0.0209657242932199	0.080360270202652
"E1_NRS_Int7_3"	0.483607480847228	0.085004506534475	0.0912009914375845	0.124267688147814	0.0211243803515097	0.0119986480396575	0.0194907616043263	0.039206849932402	0.0317710680486706	0.017406489409644	0.0749211356466877
"E1_unplanted_soil_1"	0.321998531984729	0.0517636957053629	0.115266897178918	0.10263180976738	0.031991653548396	0.00703539394051307	0.0135445182555547	0.0542750174269108	0.0689967177394411	0.0500002308200112	0.182495533632784
"E1_unplanted_soil_3"	0.274415265391735	0.0654170743209477	0.111738331702716	0.0874761566237075	0.0484258092670669	0.00501854680340388	0.00483554229163881	0.0772701357752705	0.0887290336657915	0.0607856524462776	0.175888451711444
"E1_unplanted_soil_4"	0.334922928348443	0.0587750885257192	0.111351505124385	0.0919020490054425	0.0366679892496463	0.00561473906435988	0.00924560365931261	0.0543506741430037	0.0620466098205529	0.0455916812026022	0.189531131856532
"E1_unplanted_soil_6"	0.255189522454489	0.054965768000681	0.103857332214561	0.112673744117325	0.0292765678012477	0.00653630537618718	0.00997774616030061	0.0543820607298773	0.0646455802415089	0.0568384954945095	0.251656877409313
"E2_MRE_Int2_1"	0.3242753871689	0.20755545191424	0.161259790675025	0.0374617632131246	0.0154730387786176	0.00886133249200971	0.0961715202809289	0.0226608688495357	0.00997242836175087	0.0127981783514629	0.103510239914404
"E2_MRE_Int2_2"	0.346313219393094	0.165566794558772	0.168845483083362	0.0456086501569585	0.0233833275200558	0.0140355772584583	0.0822043948378096	0.0251691663760028	0.00870596442274154	0.0144820369724451	0.1056853854203
"E2_MRE_Int2_3"	0.379392924818935	0.145863123263465	0.166509724595729	0.0425138632162662	0.0192631860402934	0.0109510689498832	0.059684488310722	0.0198212022925168	0.0130087538799568	0.016252223346005	0.126739441286227
"E2_MRE_Int3_1"	0.286705744899691	0.339651091960336	0.127630041641286	0.0418010605046884	0.012382540617729	0.0109046244794839	0.0840315155630561	0.0200716989045446	0.00576187575518519	0.0106649624030118	0.0603948432709879
"E2_MRE_Int3_2"	0.497372447282645	0.129049424599215	0.0966540278054946	0.0212199827047163	0.0260094458857181	0.0116410563427127	0.0765648905740704	0.0115745360207543	0.00618638994212732	0.0141688285771303	0.109558970265416
"E2_MRE_Int3_3"	0.31816223977028	0.288380678904728	0.12576146036304	0.0422213106348067	0.017700748641165	0.00982463337093631	0.0872525894780023	0.0199159060609168	0.00652240795815814	0.0147266946979797	0.0695313301199877
"E2_MRE_Int4_1"	0.345130965772136	0.15477529594515	0.103969146713804	0.0417403181745139	0.047230703304944	0.0459451497134287	0.0692190261931544	0.0186003535272377	0.0120922384701912	0.0173281911189673	0.143968611066474
"E2_MRE_Int4_2"	0.435215607844738	0.135384992143017	0.127099446950062	0.0280504479500418	0.0360604885614579	0.0112548723495439	0.0806820268974103	0.0152241790983857	0.00810187547192914	0.013183404420318	0.109742658313096
"E2_MRE_Int4_3"	0.457626729169539	0.165724527781608	0.0946734684498368	0.0260926513166965	0.0507950733030011	0.0213934463899995	0.0755779217794935	0.0166023254745163	0.00851371846132635	0.0101107587664874	0.0728893791074957
"E2_MRE_Int5_1"	0.362173320506654	0.172739297739298	0.125951980118647	0.0456349206349206	0.0296316337983005	0.00965007215007215	0.092953342953343	0.0273869648869649	0.0112534070867404	0.0142997434664101	0.10832531665865
"E2_MRE_Int5_2"	0.365024058403849	0.224102649189757	0.107092159356968	0.0349353833674391	0.0545508176170197	0.00902420588831739	0.0843887690577586	0.024049186070092	0.00677506775067751	0.0129325442914293	0.0771251590066921
"E2_MRE_Int5_3"	0.369834479815479	0.158631130800573	0.141987664732719	0.0365993679953667	0.0281557048070963	0.0114919170468517	0.0718168609081764	0.0193259294634057	0.0131582958228761	0.0186045093835415	0.130394139223915
"E2_MRS_Int2_1"	0.262578788210005	0.0494589572630889	0.120213502386417	0.0931067147593544	0.033409844427442	0.0377636900207673	0.0157029912194411	0.0689510693336248	0.0534484643130397	0.0512077822712865	0.214158195795533
"E2_MRS_Int2_2"	0.298830745639256	0.0418503609992972	0.113240900474943	0.0933273699231146	0.0381445275062296	0.0344386940131621	0.0148446318659085	0.0578663770153132	0.0724980299448384	0.0457904713223862	0.189167891295551
"E2_MRS_Int2_3"	0.258523479004254	0.0455128335606261	0.103767632152089	0.09757984082721	0.0346841987420872	0.0689816605263694	0.0161615339209021	0.0728897392578721	0.0476093549634635	0.0484846017627063	0.20580512528242
"E2_MRS_Int3_1"	0.290499847916455	0.0521545168812734	0.0954070769542736	0.0736489911791544	0.0451992294433742	0.075108993206935	0.0143769644124506	0.0430903376254689	0.049984791645544	0.0550339653249518	0.205495285410119
"E2_MRS_Int3_2"	0.281038987918143	0.05448477479109	0.0831500789072	0.0608232220008796	0.0405143197164515	0.113083072465268	0.0121335989444545	0.0503195094817996	0.0372545468657025	0.04967272915427	0.217525159754741
"E2_MRS_Int3_3"	0.277635519291697	0.0548153291957814	0.0879085109153249	0.0911201770756478	0.060696150340697	0.0562909595937676	0.0129334664294084	0.0544898224903433	0.0340480013888286	0.0531877956685908	0.216874267609913
"E2_MRS_Int4_1"	0.332249981843271	0.059336189992011	0.0940518556176919	0.087660687050621	0.0569213450504757	0.0414699687704263	0.0165589367419566	0.0464812259423342	0.0419420437214032	0.0402897813929842	0.183037983876825
"E2_MRS_Int4_2"	0.331326560474936	0.0609766294577532	0.0995024875621891	0.0851206154103432	0.0474936243153978	0.0213010577365274	0.0136711400978302	0.054496425435846	0.047368201011748	0.0431665203394791	0.19557673815795
"E2_MRS_Int4_3"	0.318952751698344	0.0600870162583009	0.101198381802916	0.0945424013434089	0.0513090603770705	0.0241355621708267	0.014334783604305	0.050469429814518	0.048454316464392	0.0428822227310892	0.193634073734829
"E2_MRS_Int5_1"	0.279604027991125	0.0686294589520396	0.100716845878136	0.109404335210787	0.0350571769926609	0.0354838709677419	0.0153439153439153	0.0677248677248677	0.0573647380098993	0.0434886499402628	0.187182112988565
"E2_MRS_Int5_2"	0.290056909545982	0.0656906749444188	0.0955856649467959	0.115203378217766	0.0344673294461457	0.0460729616734483	0.0166394004222772	0.0709341834808507	0.054742229120349	0.0365507501712879	0.174056518030678
"E2_MRS_Int5_3"	0.324640849469082	0.0719081823860087	0.0997813866333542	0.0956953987091401	0.0378018946491776	0.0560587133041849	0.0164870914012076	0.0493701853008536	0.0523370809910473	0.0379320216531335	0.157987195502811
"E2_NRE_Int2_1"	0.42234524782641	0.250823611007902	0.0767506378340888	0.0281761660597954	0.0378984914914171	0.0236555943622898	0.0534294419261351	0.0132768571499344	0.00843427212603106	0.0126452156250774	0.0725644645909193
"E2_NRE_Int2_2"	0.455596314084383	0.143049830452924	0.0886939202561484	0.0302033304340153	0.0491245320122528	0.0290814204137201	0.0682096080878367	0.0180766176303748	0.00886182858727578	0.0151646938698332	0.0939379041712363
"E2_NRE_Int2_3"	0.521457091057711	0.103067394653281	0.0683692610796139	0.0230028399861669	0.0962137010993157	0.0377057942005596	0.0571560315647171	0.0133510788803538	0.00520838791486329	0.00897058361191746	0.0654978359515002
"E2_NRE_Int3_1"	0.446791055531535	0.161827474196517	0.0711632908726067	0.0289132049533819	0.0736577199809315	0.0436802252746644	0.0777818427733617	0.0156539284486868	0.00557643485105487	0.0109644017250363	0.063990421392224
"E2_NRE_Int3_2"	0.519753617909064	0.179675685222594	0.049386804428696	0.0432051749069996	0.038690377631332	0.0106081178041969	0.0657791612853374	0.023622655672197	0.00355443697497544	0.0115022463600137	0.0542217218045943
"E2_NRE_Int3_3"	0.504475651917562	0.178999276391606	0.0605821027523919	0.0403880685015946	0.0637847399029829	0.0186396162195481	0.0532120172594002	0.0201136333181465	0.00281403264277866	0.0118859378768794	0.0451049232171092
"E2_NRE_Int4_1"	0.464446903299071	0.137320560230615	0.0662143668287569	0.019130536062662	0.0823894243368372	0.0671898203418455	0.0700288268351629	0.0131467839152083	0.00478991351949451	0.00872084558716478	0.0666220190431821
"E2_NRE_Int4_2"	0.428888623968051	0.202962477274759	0.0545107739993443	0.0338270795457932	0.0408607278037731	0.0896045063034602	0.0677435698745269	0.0174052990790689	0.00353172592614669	0.00898578368551247	0.0516794325395643
"E2_NRE_Int4_3"	0.446582805206893	0.163516158615875	0.0955692130801977	0.0185197859205826	0.0659758818456821	0.0278823384480611	0.0809504907127312	0.01163475094789	0.00568049605102865	0.0100469496420603	0.0736411295289979
"E2_NRE_Int5_1"	0.304272990090406	0.17661803780017	0.0913921893016494	0.0304306411991778	0.0482779365318093	0.158336257749703	0.114754098360656	0.0260189502180779	0.00412760481943818	0.0068013569291957	0.0389699369997158
"E2_NRE_Int5_2"	0.403673884155397	0.13871648557805	0.0895802391933088	0.0407097631517236	0.0499804580630032	0.0754318768076292	0.0946924099116705	0.037786289377003	0.00456499648245134	0.0086609864769796	0.0562026108027828
"E2_NRE_Int5_3"	0.431869804206605	0.108220142642984	0.0763866805978286	0.0292667968927452	0.0653591059828283	0.119929132785172	0.0908667605505838	0.0272111933857266	0.00461091173397538	0.00583745968291464	0.0404420115386362
"E2_NRS_Int2_1"	0.366569120683089	0.0678579302880279	0.115632077929887	0.0816479926239201	0.0610631175963601	0.0177687358441402	0.0180293038824638	0.0410895752740975	0.0526547874366118	0.037551863061474	0.140135495379928
"E2_NRS_Int2_2"	0.315564424173318	0.0660719748588592	0.0718288511277359	0.0768139722446255	0.0454918374725366	0.0332480462774981	0.0175000695274912	0.056762243791195	0.039978307422755	0.0505951553244153	0.22614511777957
"E2_NRS_Int2_3"	0.311323730417411	0.0555874574379463	0.0935920351334083	0.080853748291452	0.0454372669702288	0.0380369289001399	0.0164424997775855	0.0570917884554726	0.0396868403387171	0.049060601894163	0.212887102383475
"E2_NRS_Int3_1"	0.29227120212889	0.0463207219715377	0.0790986925835937	0.0726078907786648	0.0385803540437348	0.118477380539165	0.0133402753673493	0.0573412009718848	0.0432430868911258	0.0474198773573991	0.191299317366655
"E2_NRS_Int3_2"	0.337862976406534	0.0559550816696915	0.0736218239564428	0.0696914700544465	0.0433870235934664	0.0943114791288566	0.0167649727767695	0.0496823956442831	0.0398536751361162	0.0363883847549909	0.182480716878403
"E2_NRS_Int3_3"	0.288067476548033	0.0731029851657408	0.0750971654152168	0.0693689843924872	0.0512280487556722	0.09620902264819	0.0212237755122805	0.0396292452638219	0.0271554443155688	0.0555114665364345	0.203406385446554
"E2_NRS_Int4_1"	0.293004653309234	0.0660981425220167	0.0638772449332769	0.0734338345575511	0.0480809906549244	0.0649732723147329	0.0134792139368534	0.0497346460023843	0.0377648732838519	0.0473503057339538	0.242202822751221
"E2_NRS_Int4_2"	0.343715400874554	0.0811702472684165	0.0777033450015098	0.0906650860574611	0.0539718398067482	0.0365702271380163	0.0211704709395305	0.0525962624556852	0.0386839191652594	0.0354518715680463	0.168301329724773
"E2_NRS_Int4_3"	0.300917997530766	0.0706619140547214	0.0739077621569955	0.084402007248397	0.0445258672189255	0.0292225895097375	0.014984666852523	0.0614321558007089	0.039268788083954	0.0445258672189255	0.236150384324346
"E2_NRS_Int5_1"	0.318168068243693	0.0703611833746748	0.0906588420352108	0.0573234920442858	0.0614374735313691	0.0918385867263597	0.023110896000968	0.0407465666404501	0.0339100974045617	0.0364813358339887	0.175963458164438
"E2_NRS_Int5_2"	0.345902360818585	0.0603721982961869	0.0996510640973248	0.0786677564364528	0.0492754078777781	0.0521832070667379	0.0182798403068121	0.0483323378705479	0.0433026311653202	0.039184558800415	0.16484863726384
"E2_NRS_Int5_3"	0.327097137412845	0.0685981551253735	0.0785587458317093	0.0628383352821446	0.10203109436577	0.0561257632843965	0.0305530293187822	0.0416395998440951	0.0317439695119311	0.0330864839114807	0.167727686111472
"E2_unplanted_soil_1"	0.24339378238342	0.056439674315322	0.0961880088823094	0.0558660251665433	0.0502035529237602	0.0929311621021466	0.0038119911176906	0.0312731310140637	0.0452072538860104	0.0617875647668394	0.262897853441895
"E2_unplanted_soil_2"	0.246320114829304	0.0606512622780108	0.0938335537980918	0.0581464073625848	0.0594410514761757	0.086150122428302	0.00647322056795474	0.0301426922968675	0.0400776786468155	0.0552193858883792	0.263544510427514
"E2_unplanted_soil_3"	0.284949521398854	0.0514678071630153	0.0900177475197114	0.054057199383201	0.0674405749032615	0.0644147682639434	0.00430595560210643	0.0243228302929795	0.0425649530127142	0.0549300282214658	0.261528614238748
"E2_unplanted_soil_4"	0.263480028802575	0.0518869922487187	0.110339277394214	0.0743148799186751	0.0636198060061841	0.0400059299419713	0.00779363801939938	0.0274895167097293	0.0342454148841543	0.0523952729891143	0.274429243085264
